"quarter","department","day","team","targeted_productivity","smv","idle_men","no_of_style_change","actual_productivity"
"Quarter4","sweing","Monday",3,0.7,29.4,0,2,0.700362069
"Quarter4","sweing","Monday",9,0.7,18.79,0,1,0.60128
"Quarter4","sweing","Monday",10,0.7,21.25,0,1,0.417916667
"Quarter4","finishing","Monday",6,0.8,2.9,0,0,0.3715625
"Quarter4","finishing","Monday",9,0.8,2.9,0,0,0.3715625
"Quarter4","finishing","Monday",2,0.8,5.13,0,0,0.36871875
"Quarter4","finishing","Monday",7,0.7,5.13,0,0,0.356458333
"Quarter4","finishing","Tuesday",10,0.7,2.9,0,0,0.902222222
"Quarter4","finishing","Tuesday",3,0.8,4.6,0,0,0.811388889
"Quarter4","sweing","Tuesday",12,0.8,15.26,0,0,0.800401961
"Quarter4","sweing","Tuesday",5,0.8,30.1,0,0,0.800137255
"Quarter4","sweing","Tuesday",4,0.8,30.1,0,1,0.800071839
"Quarter4","finishing","Tuesday",8,0.7,4.6,0,0,0.791458333
"Quarter4","sweing","Tuesday",7,0.75,30.1,0,1,0.750727326
"Quarter4","sweing","Tuesday",6,0.75,18.79,0,0,0.75065101
"Quarter4","sweing","Tuesday",11,0.75,11.61,0,2,0.750437269
"Quarter4","sweing","Tuesday",3,0.75,29.4,0,2,0.750176991
"Quarter4","finishing","Tuesday",6,0.75,2.9,0,0,0.726933333
"Quarter4","finishing","Tuesday",9,0.7,2.9,0,0,0.726933333
"Quarter4","sweing","Tuesday",2,0.7,30.33,0,1,0.700623
"Quarter4","sweing","Tuesday",8,0.7,29.4,0,2,0.700518519
"Quarter4","sweing","Tuesday",9,0.7,18.79,0,1,0.700256795
"Quarter4","finishing","Tuesday",11,0.7,2.9,0,0,0.5046875
"Quarter4","sweing","Tuesday",10,0.7,21.25,0,1,0.471108491
"Quarter4","finishing","Tuesday",2,0.7,3.9,0,0,0.325
"Quarter4","sweing","Tuesday",1,0.6,22.53,0,1,0.268214286
"Quarter4","sweing","Wednesday",9,0.75,18.79,0,1,0.970816667
"Quarter4","finishing","Wednesday",5,0.8,4.6,0,0,0.902962963
"Quarter4","finishing","Wednesday",3,0.8,4.6,0,0,0.900833333
"Quarter4","finishing","Wednesday",12,0.8,4.6,0,0,0.899555556
"Quarter4","finishing","Wednesday",10,0.7,2.9,0,0,0.845833333
"Quarter4","sweing","Wednesday",4,0.8,30.1,0,1,0.800808642
"Quarter4","sweing","Wednesday",12,0.8,15.26,0,0,0.800401961
"Quarter4","sweing","Wednesday",7,0.8,30.1,0,2,0.800115819
"Quarter4","sweing","Wednesday",6,0.75,18.79,0,1,0.75065101
"Quarter4","sweing","Wednesday",11,0.75,11.61,0,0,0.750503571
"Quarter4","sweing","Wednesday",3,0.75,29.4,0,2,0.750206897
"Quarter4","sweing","Wednesday",8,0.7,29.4,0,1,0.700362069
"Quarter4","sweing","Wednesday",2,0.7,30.33,0,1,0.700069811
"Quarter4","sweing","Wednesday",10,0.7,21.82,0,2,0.700058333
"Quarter4","finishing","Wednesday",7,0.75,4.6,0,0,0.676666667
"Quarter4","finishing","Wednesday",8,0.7,4.6,0,0,0.658541667
"Quarter4","sweing","Wednesday",5,0.8,30.1,0,1,0.598792339
"Quarter4","sweing","Wednesday",1,0.65,22.53,0,1,0.581130952
"Quarter4","finishing","Wednesday",2,0.7,3.9,0,0,0.440375
"Quarter4","finishing","Wednesday",6,0.75,2.9,0,0,0.410833333
"Quarter4","finishing","Wednesday",9,0.7,2.9,0,0,0.410833333
"Quarter4","finishing","Thursday",3,0.8,4.6,0,0,0.921703704
"Quarter4","finishing","Thursday",5,0.8,4.6,0,0,0.921604938
"Quarter4","sweing","Thursday",7,0.8,30.1,0,1,0.800808642
"Quarter4","sweing","Thursday",11,0.8,11.61,0,2,0.800516667
"Quarter4","sweing","Thursday",12,0.8,15.26,0,0,0.800401961
"Quarter4","finishing","Thursday",1,0.5,3.94,0,0,0.768847222
"Quarter4","sweing","Thursday",6,0.75,18.79,0,0,0.75065101
"Quarter4","sweing","Thursday",3,0.75,29.4,0,2,0.750473684
"Quarter4","sweing","Thursday",9,0.75,18.79,0,1,0.750371895
"Quarter4","sweing","Thursday",8,0.75,29.4,0,2,0.750206897
"Quarter4","sweing","Thursday",10,0.7,21.82,0,1,0.700251773
"Quarter4","sweing","Thursday",2,0.7,30.33,0,1,0.66237931
"Quarter4","finishing","Thursday",12,0.8,4.6,0,0,0.590617284
"Quarter4","finishing","Thursday",2,0.7,3.9,0,0,0.5565625
"Quarter4","sweing","Thursday",4,0.8,30.1,0,2,0.495617514
"Quarter4","sweing","Thursday",5,0.35,27.48,0,1,0.449964912
"Quarter4","finishing","Thursday",10,0.7,2.9,0,0,0.410833333
"Quarter4","finishing","Thursday",9,0.75,2.9,0,0,0.4078125
"Quarter4","sweing","Thursday",1,0.35,26.66,0,2,0.378895152
"Quarter4","finishing","Thursday",8,0.75,4.6,0,0,0.376597222
"Quarter4","finishing","Thursday",6,0.75,2.9,0,0,0.271875
"Quarter4","finishing","Saturday",3,0.8,4.6,0,0,0.921703704
"Quarter4","finishing","Saturday",5,0.8,4.6,0,0,0.921604938
"Quarter4","sweing","Saturday",11,0.8,11.61,0,2,0.800779018
"Quarter4","sweing","Saturday",12,0.8,15.26,0,0,0.800260821
"Quarter4","sweing","Saturday",7,0.8,30.1,0,1,0.799982853
"Quarter4","finishing","Saturday",1,0.5,3.94,0,0,0.768847222
"Quarter4","sweing","Saturday",3,0.75,29.4,0,2,0.750716981
"Quarter4","sweing","Saturday",6,0.75,18.79,0,0,0.75065101
"Quarter4","sweing","Saturday",8,0.75,29.4,0,2,0.750425926
"Quarter4","sweing","Saturday",9,0.75,18.79,0,1,0.750395513
"Quarter4","sweing","Saturday",10,0.7,21.82,0,1,0.700236601
"Quarter4","sweing","Saturday",2,0.7,30.33,0,1,0.700211111
"Quarter4","finishing","Saturday",12,0.8,4.6,0,0,0.590617284
"Quarter4","finishing","Saturday",2,0.7,3.9,0,0,0.5565625
"Quarter4","sweing","Saturday",5,0.5,27.48,0,1,0.550403509
"Quarter4","sweing","Saturday",1,0.5,26.66,0,2,0.550349708
"Quarter4","sweing","Saturday",4,0.5,26.66,0,2,0.500258046
"Quarter4","finishing","Saturday",10,0.7,2.9,0,0,0.410833333
"Quarter4","finishing","Saturday",9,0.75,2.9,0,0,0.4078125
"Quarter4","finishing","Saturday",8,0.75,4.6,0,0,0.376597222
"Quarter4","finishing","Saturday",6,0.75,2.9,0,0,0.271875
"Quarter1","finishing","Sunday",3,0.8,4.6,0,0,0.936355556
"Quarter1","finishing","Sunday",8,0.75,4.6,0,0,0.813611111
"Quarter1","sweing","Sunday",12,0.8,15.26,0,0,0.800401961
"Quarter1","sweing","Sunday",8,0.75,29.4,0,0,0.75075
"Quarter1","sweing","Sunday",6,0.75,18.79,0,0,0.75065101
"Quarter1","sweing","Sunday",3,0.75,29.4,0,0,0.750473684
"Quarter1","sweing","Sunday",9,0.75,18.79,0,0,0.750395513
"Quarter1","sweing","Sunday",5,0.6,27.48,0,0,0.707446429
"Quarter1","sweing","Sunday",10,0.7,21.82,0,0,0.700236601
"Quarter1","sweing","Sunday",1,0.6,26.66,0,0,0.700019883
"Quarter1","sweing","Sunday",2,0.7,30.33,0,0,0.683550607
"Quarter1","sweing","Sunday",11,0.8,11.61,20,0,0.682433036
"Quarter1","finishing","Sunday",4,0.6,3.94,0,0,0.673083333
"Quarter1","finishing","Sunday",10,0.7,2.9,0,0,0.664583333
"Quarter1","sweing","Sunday",4,0.6,26.66,0,0,0.600239766
"Quarter1","finishing","Sunday",2,0.7,3.9,0,0,0.585
"Quarter1","sweing","Sunday",7,0.8,30.1,15,0,0.579511494
"Quarter1","finishing","Sunday",1,0.6,3.94,0,0,0.448722222
"Quarter1","finishing","Sunday",9,0.75,2.9,0,0,0.447083333
"Quarter1","finishing","Sunday",7,0.8,4.6,0,0,0.350416667
"Quarter1","finishing","Monday",2,0.7,3.9,0,0,0.92885
"Quarter1","finishing","Monday",3,0.8,4.6,0,0,0.86037037
"Quarter1","finishing","Monday",4,0.65,3.94,0,0,0.806879167
"Quarter1","sweing","Monday",1,0.65,26.66,0,0,0.800579532
"Quarter1","sweing","Monday",12,0.8,15.26,0,0,0.800401961
"Quarter1","finishing","Monday",9,0.75,2.9,0,0,0.8004
"Quarter1","sweing","Monday",11,0.8,11.61,0,0,0.800309211
"Quarter1","sweing","Monday",3,0.8,29.4,0,0,0.800149813
"Quarter1","sweing","Monday",7,0.8,30.1,0,0,0.800115819
"Quarter1","finishing","Monday",8,0.75,4.6,0,0,0.773333333
"Quarter1","sweing","Monday",6,0.75,18.79,0,0,0.750797009
"Quarter1","sweing","Monday",8,0.75,29.4,0,0,0.750473684
"Quarter1","sweing","Monday",9,0.75,18.79,0,0,0.750395513
"Quarter1","sweing","Monday",4,0.65,26.66,0,0,0.750254867
"Quarter1","sweing","Monday",5,0.65,27.48,0,0,0.700903571
"Quarter1","sweing","Monday",10,0.7,21.82,0,0,0.70013604
"Quarter1","finishing","Monday",10,0.7,2.9,0,0,0.632361111
"Quarter1","finishing","Monday",12,0.8,4.6,0,0,0.607654321
"Quarter1","finishing","Monday",1,0.65,3.94,0,0,0.537919444
"Quarter1","finishing","Monday",7,0.8,4.6,0,0,0.342361111
"Quarter1","finishing","Tuesday",7,0.8,4.6,0,0,0.999533333
"Quarter1","finishing","Tuesday",3,0.8,4.6,0,0,0.902962963
"Quarter1","sweing","Tuesday",11,0.8,11.41,0,0,0.800701754
"Quarter1","sweing","Tuesday",1,0.7,26.66,0,0,0.800566092
"Quarter1","sweing","Tuesday",12,0.8,15.26,0,0,0.800401961
"Quarter1","sweing","Tuesday",3,0.8,29.4,0,0,0.800333333
"Quarter1","sweing","Tuesday",7,0.8,30.1,0,0,0.800115819
"Quarter1","sweing","Tuesday",4,0.7,26.66,0,0,0.750770115
"Quarter1","sweing","Tuesday",8,0.75,29.4,0,0,0.750473684
"Quarter1","sweing","Tuesday",9,0.75,18.79,0,0,0.750395513
"Quarter1","sweing","Tuesday",6,0.75,20.2,0,0,0.750212553
"Quarter1","finishing","Tuesday",8,0.75,4.6,0,0,0.702777778
"Quarter1","sweing","Tuesday",5,0.7,27.48,0,0,0.700659649
"Quarter1","sweing","Tuesday",10,0.7,21.82,0,0,0.699984417
"Quarter1","finishing","Tuesday",12,0.8,4.6,0,0,0.636049383
"Quarter1","finishing","Tuesday",2,0.4,3.9,0,0,0.567377778
"Quarter1","finishing","Tuesday",1,0.7,3.94,0,0,0.555430556
"Quarter1","finishing","Tuesday",4,0.7,3.94,0,0,0.555430556
"Quarter1","finishing","Tuesday",10,0.7,2.9,0,0,0.463194444
"Quarter1","finishing","Tuesday",5,0.7,4.6,0,0,0.354444444
"Quarter1","finishing","Tuesday",6,0.75,2.9,0,0,0.309333333
"Quarter1","sweing","Tuesday",2,0.4,15.28,30,1,0.30277037
"Quarter1","finishing","Wednesday",3,0.8,4.6,0,0,0.939166667
"Quarter1","finishing","Wednesday",8,0.8,4.6,0,0,0.930416667
"Quarter1","finishing","Wednesday",12,0.8,4.6,0,0,0.885925926
"Quarter1","finishing","Wednesday",9,0.75,2.9,0,0,0.83375
"Quarter1","finishing","Wednesday",1,0.7,3.94,0,0,0.806879167
"Quarter1","finishing","Wednesday",4,0.7,3.94,0,0,0.806058333
"Quarter1","sweing","Wednesday",11,0.8,11.41,0,0,0.800701754
"Quarter1","sweing","Wednesday",12,0.8,15.26,0,0,0.800401961
"Quarter1","sweing","Wednesday",3,0.8,29.4,0,0,0.800333333
"Quarter1","sweing","Wednesday",7,0.8,30.1,0,0,0.800055762
"Quarter1","sweing","Wednesday",4,0.7,26.82,0,0,0.799975862
"Quarter1","sweing","Wednesday",1,0.7,26.82,0,0,0.750651724
"Quarter1","sweing","Wednesday",9,0.75,18.79,0,0,0.750395513
"Quarter1","sweing","Wednesday",5,0.7,27.48,0,0,0.700424138
"Quarter1","sweing","Wednesday",10,0.7,21.82,0,0,0.700058333
"Quarter1","finishing","Wednesday",7,0.8,4.6,0,0,0.684888889
"Quarter1","finishing","Wednesday",5,0.7,4.6,0,0,0.592083333
"Quarter1","finishing","Wednesday",2,0.5,3.9,0,0,0.5403125
"Quarter1","sweing","Wednesday",8,0.8,29.4,0,0,0.433263158
"Quarter1","sweing","Wednesday",2,0.5,15.28,0,1,0.404144928
"Quarter1","sweing","Wednesday",6,0.75,18.79,0,0,0.332146465
"Quarter1","finishing","Thursday",8,0.8,4.6,0,0,0.980984848
"Quarter1","finishing","Thursday",2,0.6,3.9,0,0,0.950625
"Quarter1","finishing","Thursday",11,0.8,2.9,0,0,0.927291667
"Quarter1","finishing","Thursday",12,0.8,4.6,0,0,0.868888889
"Quarter1","finishing","Thursday",1,0.7,3.94,0,0,0.812625
"Quarter1","finishing","Thursday",4,0.7,3.94,0,0,0.812625
"Quarter1","finishing","Thursday",3,0.8,4.6,0,0,0.810111111
"Quarter1","sweing","Thursday",11,0.8,11.41,0,0,0.800701754
"Quarter1","sweing","Thursday",3,0.8,29.4,0,0,0.800534979
"Quarter1","sweing","Thursday",12,0.8,15.26,0,0,0.800401961
"Quarter1","sweing","Thursday",1,0.7,26.82,0,0,0.750651724
"Quarter1","sweing","Thursday",9,0.75,18.79,0,0,0.750395513
"Quarter1","sweing","Thursday",4,0.7,26.82,0,0,0.750050847
"Quarter1","sweing","Thursday",5,0.7,27.48,0,0,0.700424138
"Quarter1","sweing","Thursday",10,0.7,21.82,0,0,0.700422
"Quarter1","sweing","Thursday",2,0.6,15.28,0,1,0.600099145
"Quarter1","finishing","Thursday",9,0.75,2.9,0,0,0.453125
"Quarter1","sweing","Thursday",7,0.8,30.1,40,0,0.366053523
"Quarter1","sweing","Thursday",6,0.35,22.53,0,1,0.26369382
"Quarter1","finishing","Saturday",12,0.8,4.6,0,0,0.868888889
"Quarter1","sweing","Saturday",12,0.8,15.26,0,0,0.850520588
"Quarter1","sweing","Saturday",1,0.7,26.82,0,0,0.850045
"Quarter1","finishing","Saturday",7,0.8,4.6,0,0,0.825444444
"Quarter1","finishing","Saturday",5,0.35,3.94,0,0,0.80575
"Quarter1","sweing","Saturday",4,0.7,26.82,0,0,0.800746552
"Quarter1","sweing","Saturday",3,0.8,29.4,0,1,0.800578947
"Quarter1","sweing","Saturday",11,0.8,11.41,0,0,0.800034503
"Quarter1","finishing","Saturday",6,0.5,2.9,0,0,0.7975
"Quarter1","sweing","Saturday",9,0.75,18.79,0,0,0.749987124
"Quarter1","sweing","Saturday",10,0.7,21.82,0,0,0.700422
"Quarter1","finishing","Saturday",1,0.7,3.94,0,0,0.664875
"Quarter1","finishing","Saturday",4,0.7,3.94,0,0,0.664875
"Quarter1","finishing","Saturday",11,0.8,2.9,0,0,0.657083333
"Quarter1","sweing","Saturday",2,0.65,16.1,0,1,0.65024031
"Quarter1","finishing","Saturday",8,0.8,4.6,0,0,0.590740741
"Quarter1","finishing","Saturday",2,0.65,3.9,0,0,0.528125
"Quarter1","sweing","Saturday",6,0.5,23.41,0,1,0.500528095
"Quarter1","sweing","Saturday",5,0.7,27.48,0,1,0.408960345
"Quarter2","finishing","Sunday",3,0.8,4.6,0,0,0.951944444
"Quarter2","finishing","Sunday",12,0.8,4.6,0,0,0.945555556
"Quarter2","finishing","Sunday",9,0.75,2.9,0,0,0.929074074
"Quarter2","finishing","Sunday",1,0.75,3.94,0,0,0.890604167
"Quarter2","finishing","Sunday",4,0.75,3.94,0,0,0.890604167
"Quarter2","finishing","Sunday",2,0.7,3.9,0,0,0.884
"Quarter2","finishing","Sunday",5,0.5,3.94,0,0,0.857916667
"Quarter2","sweing","Sunday",4,0.75,26.82,0,0,0.850084211
"Quarter2","sweing","Sunday",1,0.75,26.82,0,0,0.85007069
"Quarter2","sweing","Sunday",3,0.8,30.1,0,1,0.800511068
"Quarter2","sweing","Sunday",12,0.8,15.26,0,0,0.800401961
"Quarter2","sweing","Sunday",11,0.8,11.41,0,0,0.800034503
"Quarter2","finishing","Sunday",11,0.8,2.9,0,0,0.755208333
"Quarter2","sweing","Sunday",9,0.75,18.79,0,0,0.750371895
"Quarter2","sweing","Sunday",10,0.7,21.82,0,0,0.700422
"Quarter2","sweing","Sunday",2,0.7,16.1,0,1,0.700106061
"Quarter2","sweing","Sunday",6,0.6,23.41,0,1,0.601037091
"Quarter2","sweing","Sunday",8,0.6,30.48,0,1,0.600528571
"Quarter2","sweing","Sunday",5,0.5,26.82,0,1,0.500033898
"Quarter2","finishing","Sunday",8,0.6,3.9,0,0,0.4509375
"Quarter2","finishing","Sunday",10,0.7,2.9,0,0,0.441041667
"Quarter2","finishing","Sunday",6,0.6,2.9,0,0,0.271875
"Quarter2","finishing","Monday",11,0.8,2.9,0,0,0.960625
"Quarter2","finishing","Monday",12,0.8,4.6,0,0,0.902962963
"Quarter2","finishing","Monday",5,0.6,3.94,0,0,0.864342593
"Quarter2","sweing","Monday",4,0.75,26.82,0,0,0.850446154
"Quarter2","sweing","Monday",1,0.75,26.82,0,0,0.850426891
"Quarter2","finishing","Monday",9,0.75,2.9,0,0,0.841
"Quarter2","sweing","Monday",3,0.8,30.1,0,1,0.800842424
"Quarter2","sweing","Monday",12,0.8,15.26,0,0,0.800401961
"Quarter2","sweing","Monday",11,0.8,11.41,0,0,0.800034503
"Quarter2","finishing","Monday",3,0.8,4.6,0,0,0.795416667
"Quarter2","finishing","Monday",4,0.75,3.94,0,0,0.7953875
"Quarter2","finishing","Monday",1,0.75,3.94,0,0,0.794566667
"Quarter2","sweing","Monday",9,0.75,18.79,0,0,0.750395513
"Quarter2","sweing","Monday",2,0.7,16.1,0,1,0.700516224
"Quarter2","sweing","Monday",10,0.7,21.82,0,0,0.700422
"Quarter2","finishing","Monday",2,0.7,3.9,0,0,0.6825
"Quarter2","sweing","Monday",6,0.65,23.41,0,1,0.650962281
"Quarter2","sweing","Monday",8,0.65,30.48,0,1,0.650421429
"Quarter2","sweing","Monday",5,0.6,26.82,0,1,0.600040678
"Quarter2","sweing","Monday",7,0.5,30.48,0,1,0.500610909
"Quarter2","finishing","Monday",10,0.7,2.9,0,0,0.477291667
"Quarter2","finishing","Monday",8,0.65,3.9,0,0,0.2640625
"Quarter2","finishing","Tuesday",12,0.8,4.6,0,0,0.92
"Quarter2","finishing","Tuesday",5,0.6,3.94,0,0,0.909391667
"Quarter2","sweing","Tuesday",1,0.75,26.82,0,0,0.900061017
"Quarter2","finishing","Tuesday",3,0.8,4.6,0,0,0.894444444
"Quarter2","finishing","Tuesday",4,0.75,3.94,0,0,0.881575
"Quarter2","finishing","Tuesday",1,0.75,3.94,0,0,0.880754167
"Quarter2","sweing","Tuesday",4,0.75,26.82,0,0,0.850084211
"Quarter2","finishing","Tuesday",9,0.75,2.9,0,0,0.821666667
"Quarter2","sweing","Tuesday",12,0.8,15.26,0,0,0.800401961
"Quarter2","sweing","Tuesday",3,0.8,30.1,0,1,0.800071839
"Quarter2","sweing","Tuesday",11,0.8,11.41,0,0,0.800034503
"Quarter2","finishing","Tuesday",11,0.8,2.9,0,0,0.758229167
"Quarter2","sweing","Tuesday",10,0.75,21.82,0,0,0.750608
"Quarter2","sweing","Tuesday",9,0.75,18.79,0,0,0.750395513
"Quarter2","finishing","Tuesday",2,0.7,3.9,0,0,0.741
"Quarter2","sweing","Tuesday",8,0.7,30.48,0,1,0.700505263
"Quarter2","sweing","Tuesday",6,0.7,23.41,0,1,0.700246491
"Quarter2","sweing","Tuesday",2,0.7,16.1,0,1,0.700051852
"Quarter2","sweing","Tuesday",5,0.65,26.82,0,1,0.650044068
"Quarter2","sweing","Tuesday",7,0.6,30.48,0,1,0.630402924
"Quarter2","finishing","Tuesday",8,0.65,3.9,0,0,0.560625
"Quarter2","finishing","Tuesday",7,0.5,3.9,0,0,0.560625
"Quarter2","finishing","Tuesday",10,0.7,2.9,0,0,0.39875
"Quarter2","finishing","Wednesday",12,0.8,4.6,0,0,0.922839506
"Quarter2","finishing","Wednesday",11,0.8,2.9,0,0,0.874027778
"Quarter2","finishing","Wednesday",2,0.75,3.9,0,0,0.819270833
"Quarter2","finishing","Wednesday",4,0.75,3.94,0,0,0.813309028
"Quarter2","finishing","Wednesday",1,0.75,3.94,0,0,0.812625
"Quarter2","sweing","Wednesday",12,0.8,15.26,0,0,0.800401961
"Quarter2","sweing","Wednesday",3,0.8,30.1,0,1,0.800071839
"Quarter2","sweing","Wednesday",11,0.8,11.41,0,0,0.800034503
"Quarter2","finishing","Wednesday",3,0.8,4.6,0,0,0.786631944
"Quarter2","finishing","Wednesday",5,0.7,3.94,0,0,0.75885
"Quarter2","sweing","Wednesday",10,0.75,21.82,0,0,0.750608
"Quarter2","sweing","Wednesday",9,0.75,18.79,0,0,0.750347333
"Quarter2","sweing","Wednesday",2,0.75,16.1,0,1,0.750140741
"Quarter2","sweing","Wednesday",1,0.75,26.82,0,0,0.750050847
"Quarter2","sweing","Wednesday",4,0.75,26.82,0,0,0.750050847
"Quarter2","sweing","Wednesday",5,0.7,26.82,0,1,0.700556897
"Quarter2","sweing","Wednesday",8,0.7,30.48,0,1,0.700505263
"Quarter2","sweing","Wednesday",6,0.7,23.41,0,1,0.700246491
"Quarter2","sweing","Wednesday",7,0.65,30.48,0,1,0.650596491
"Quarter2","finishing","Wednesday",10,0.75,2.9,0,0,0.628333333
"Quarter2","finishing","Wednesday",8,0.7,3.9,0,0,0.625625
"Quarter2","finishing","Wednesday",7,0.65,3.9,0,0,0.625625
"Quarter2","finishing","Wednesday",9,0.75,2.9,0,0,0.505888889
"Quarter2","finishing","Wednesday",6,0.7,2.9,0,0,0.394722222
